stage,statement,approval_level,budget,statement_cost,generator_name,num_covered_agents,num_remaining_agents,agent_utilities,covered_agent_ids,remaining_agent_ids,covered_agent_data,utility_distribution
generate,"Bowling Green desperately needs stronger tenant protections and landlord accountability. It's infuriating to see renters stuck in overpriced, poorly maintained housing while landlords face no consequences. Everyone deserves a safe, livable home, not neglected, crumbling spaces.",4.5,36,36,TagNNGenerator__approval_None__budget_None__cluster_size_9,,,"{277: 0.7878031178319875, 161: 3.514734133537504, 842: 0.037348801572340995, 1200: 1.0514888702406235, 411: 1.0544502183629234e-05, 188: 0.023148471403293014, 198: 0.00033589875480366516, 301: 0.000915170950623212, 329: 0.7320258261190161, 85: 3.131800380107297e-05, 1344: 0.008611722018107226, 1001: 0.7380386026754264, 1314: 2.716919571543741e-07, 1464: 0.050752332259582644, 1457: 0.003875338660522809, 1123: 3.0654993028055926, 1158: 5.215846426986914e-07, 1465: 0.049238842287617324, 1649: 0.00015850228217695328, 1654: 3.870360317570487e-06, 1505: 0.5006111022964611, 1371: 0.0009127761531618761, 314: 5.913495752564449, 1542: 1.0230382946341265e-05, 67: 0.014144350408545225, 1356: 0.3837835116813758, 1516: 2.7450393536357165, 1132: 0.06022988127570117, 1534: 0.02318260129552585, 1047: 0.018024885272786673, 1010: 0.029327529666486996, 746: 0.0179983520610717, 493: 0.00020353884297652503, 323: 3.540759160147733e-05}",,,,"{0: 34.0, 1: 5.0, 2: 4.0, 3: 3.0, 3.5: 2.0, 4: 1.0, 4.5: 1.0, 5: 1.0, 5.5: 1.0}"
generate,"Warren County schools are overcrowded and underfunded, especially in arts and CTE programs. We urgently need new schools, equitable redistricting, and expanded school choice to ensure every child gets the education they deserve.",4.5,36,33,ClosestClusterGenerator__approval_None__budget_None__cluster_size_9,,,"{277: 0.02309291755511622, 161: 1.6165210138104058, 842: 4.723335826402437, 1200: 7.381925583027638e-07, 188: 3.1908257602178915, 198: 0.0005534850489818943, 411: 2.125837208821757e-06, 329: 0.9068306763802676, 85: 0.00020415655892080942, 301: 0.04781169235801619, 1344: 3.3371107174335917, 1001: 0.7382630966590413, 1314: 5.141533643282514e-09, 1457: 0.0019474521287672353, 1123: 0.0607877561468384, 1158: 1.4797507826624923e-05, 1542: 5.79830847335927e-07, 1465: 3.142434109467508, 1464: 0.159021495922268, 1649: 0.001171120858222685, 1654: 2.950578216975863e-06, 1505: 0.00015886831727407458, 1371: 7.965323997050078e-06, 314: 0.12013597396169873, 67: 0.00012411587177763028, 1356: 2.3536850144148325, 1516: 1.0176346189213041, 1132: 2.1237710974367783, 1534: 2.7398804638183742, 1047: 0.12057837592315568, 1010: 0.8854775406778439, 746: 0.0007121222435534369, 493: 2.9170658875088407e-06, 323: 0.00012347888125363582}",,,,"{0: 34.0, 1: 9.0, 2: 7.0, 3: 4.0, 3.5: 1.0, 4: 1.0, 4.5: 1.0}"
nominate_best,"Parents should absolutely have the right to choose the best school for their kids, regardless of where they live. It’s ridiculous that district lines dictate a child’s future when there are better options available. Families, especially low-income ones, deserve access to quality education, whether it’s public, private, or charter. School choice empowers parents to make decisions that fit their child’s needs, and funding should follow the student, not the system. Let’s prioritize kids over bureaucracy!",4.5,36,75,TagNNGenerator__approval_None__budget_None__cluster_size_20,,,"{161: 1.967675793926685, 277: 0.3777494583008284, 842: 3.006095949598766, 1200: 3.54848657297957e-05, 411: 0.0007289934835414957, 188: 4.5184881886563515, 1432: 1.0191601822306826, 282: 2.1427916911591485, 301: 0.754245202854863, 198: 0.00020376182888282024, 329: 4.167208553475558, 85: 9.812441732071076e-05, 1001: 0.8188687445869199, 1314: 1.1927854592919118e-08, 1344: 1.1880680949664835, 1464: 0.6544202940461741, 189: 0.50671731484557, 1457: 0.5729547417759755, 1123: 0.44068077157339136, 1068: 3.0821027841021476e-07, 820: 0.07831626999211583, 1158: 0.0019411991244040472, 1542: 1.4068911092790515e-06, 1465: 1.5424170523543177, 1649: 0.894839784906744, 1654: 0.0007166151617811201, 1505: 0.0009129969872102572, 1371: 5.859297965271626e-05, 314: 0.8854023154374273, 67: 0.666358322218007, 1356: 1.0001857630849846, 1516: 3.8536054830989035, 1132: 3.171693697238693, 1534: 5.6882492752873555, 646: 0.22386056688940292, 1047: 0.8511707391843001, 1010: 0.9436368371031859, 274: 0.9459501557203788, 746: 0.018029016224651695, 493: 0.09620904349720183, 323: 0.07647207473403395}",,,,
generate,"Parents should have the freedom to choose the best school for their kids, regardless of income or location, and public funds should support private or non-public school options equally.",4.5,32,29,ClosestClusterGenerator__approval_None__budget_None__cluster_size_8,,,"{277: 0.11924923476979143, 161: 1.1849295246109348, 1200: 0.00026213757921778047, 842: 2.154561802158941, 411: 0.004301952358978456, 188: 3.3102005606834375, 198: 0.0007118376968562323, 301: 0.8781203839609789, 329: 3.229116471842458, 85: 0.0003848727496276183, 1344: 1.120177794944075, 1001: 0.22307154243306115, 1314: 1.1415327216823812e-07, 1464: 0.5292071043890524, 1457: 0.9889722052462069, 1123: 0.9923591059744381, 1158: 0.018092482478326066, 1542: 9.693274376643135e-05, 1465: 1.4430463656035448, 1649: 1.0250203265873072, 1654: 0.00026591004891807213, 1505: 0.006698020360419221, 1371: 1.38601932730964e-06, 314: 0.8527512145183413, 67: 0.96381357042075, 1356: 0.9720296602645468, 1516: 3.343268724907131, 1132: 1.803940015208062, 1534: 4.823837163077307, 1047: 0.7838379813431733, 1010: 0.928019053658354, 746: 0.02299295013666447, 493: 0.1867653642535848, 323: 0.014180323388208738}",,,,"{0: 34.0, 1: 10.0, 2: 5.0, 3: 4.0, 3.5: 1.0, 4: 1.0, 4.5: 1.0}"
generate,"Every family, regardless of income or location, deserves the freedom to choose the best school for their child. Education should empower, not be limited by zip codes or finances.",4.5,32,29,PreviousBestGenerator__approval_None__budget_None__cluster_size_-1,,,"{161: 3.729891866238638, 277: 1.879121472463082, 842: 3.1903288990789167, 1200: 0.07603105683798905, 411: 0.02306695193947539, 188: 4.686779071072692, 198: 0.008607245974452393, 301: 1.20099967275989, 329: 4.050309699521724, 85: 0.000716167996781869, 1344: 2.8167082916909476, 1314: 1.4568087935984408e-07, 1464: 2.9543181503565537, 1001: 1.3395885300577866, 1457: 3.0034366330957885, 1123: 3.0232875810562603, 1158: 0.0025313543831217977, 1542: 0.0025830934995122456, 1465: 2.816741207785712, 1649: 1.3354725633080007, 1654: 1.9768089896454732e-05, 1505: 0.008598065039966185, 1371: 0.00026182793043583175, 314: 2.097206867852355, 1356: 2.449636206691003, 67: 1.880653129722805, 1516: 4.017790351062056, 1534: 5.80125376171392, 1132: 3.0857505964990413, 1047: 1.344941927648404, 1010: 1.2131030924957074, 746: 0.7384011951698929, 493: 0.4040650152413112, 323: 0.07647668256616069}",,,,"{0: 34.0, 1: 21.0, 2: 14.0, 3: 9.0, 3.5: 5.0, 4: 4.0, 4.5: 2.0, 5: 1.0, 5.5: 1.0}"
generate,"Bowling Green must prioritize infrastructure before approving new developments—Fairview Ave needs a traffic circle at Kereiakes Park, and overcrowded schools demand immediate action to support our growing community.",4.5,32,28,TagNNGenerator__approval_None__budget_None__cluster_size_8,,,"{161: 1.9148817151293323, 277: 3.196941973766523, 842: 3.992920932132604, 1200: 0.7311599236439648, 411: 1.7782422108770222, 188: 1.0507409695949164, 198: 4.616662111286447, 301: 1.0510760482064656, 329: 0.9906626550137047, 85: 3.0502386588564887, 1344: 0.18255259864722828, 1001: 1.3644873833879303, 1314: 1.671309393669329e-05, 1464: 0.0382610754938989, 1457: 0.022997095946588275, 1123: 1.000046474098273, 1158: 0.9655125021949786, 1542: 1.5402349445146635, 1465: 1.8500369085773418, 1649: 1.0474117469507591, 1654: 4.808892942299677, 1505: 2.184316088997469, 1371: 2.661639674354211, 314: 1.0306592172084272, 67: 0.9260950091086921, 1516: 1.0429263345993174, 1132: 1.7151012943829884, 1534: 1.1188786422086516, 1356: 0.778066673292231, 1047: 0.8520601096707376, 1010: 1.5330197240877252, 746: 1.1653410924531449, 493: 3.200294027839997, 323: 1.896149212300637}",,,,"{0: 34.0, 1: 24.0, 2: 8.0, 3: 6.0, 3.5: 3.0, 4: 2.0, 4.5: 2.0}"
generate,"Bowling Green desperately needs a roundabout at Fairview Ave and Kereiakes Park. It’s the smartest fix for traffic flow, and frankly, we’ve waited long enough for this improvement.",4.5,32,28,WeightedNNGenerator__approval_None__budget_None__cluster_size_8,,,"{277: 1.0824238963568562, 161: 0.3240579621138552, 1200: 0.0007097213657479839, 842: 0.0011698089802477663, 411: 1.0713476153514963, 188: 0.0031746067562166136, 198: 2.581021931989729, 301: 0.9736714195936882, 329: 0.008584054937740837, 85: 2.4678137351555027, 1344: 2.148134676693836e-05, 1001: 0.1825703750434301, 1314: 5.3210899575439896e-08, 1464: 7.617112552094074e-05, 1457: 0.0005552567526231345, 1123: 0.0011770274495671584, 1158: 0.029312517297105822, 1542: 0.9935314871502599, 1465: 0.018035701920702474, 1649: 0.18261041770873354, 1654: 4.951644051625495, 1505: 1.0962574742809135, 1371: 3.1123774129981236, 314: 0.6246279958673844, 67: 0.001509849839708477, 1356: 0.0019282270876764818, 1516: 0.4414555133095638, 1534: 0.000438413674431426, 1047: 0.006695306319989047, 746: 0.22311543306426596, 1010: 1.2588522580100046, 1132: 0.060195039904197056, 493: 3.031599628096913, 323: 1.0875700197057587}",,,,"{0: 34.0, 1: 10.0, 2: 5.0, 3: 3.0, 3.5: 1.0, 4: 1.0, 4.5: 1.0}"
generate,"We desperately need better internet options in this area—faster, more reliable, and accessible to everyone. BGMU should step up for residents, not just businesses. Enough with the monopolies!",4.5,32,28,WeightedNNGenerator__approval_None__budget_None__cluster_size_8,,,"{277: 1.338687057170788, 161: 2.0859239574584705, 842: 0.680542330726657, 1200: 0.037342618805934924, 411: 0.00012765901152889114, 188: 0.22331973131931027, 198: 0.014077565154036353, 301: 0.008595672141549326, 329: 0.4393641250310366, 85: 0.5011346381668051, 1344: 0.18305166861849165, 1001: 4.054334609649386, 1314: 2.9069316738183915e-06, 1464: 0.026220105836674223, 1457: 0.00198067577854133, 1123: 0.10299863199916359, 1158: 0.000158597665639304, 1465: 0.03012210667826054, 1649: 3.644156553409488, 1542: 0.0003356938240436369, 1654: 1.9015104022024332e-05, 1505: 1.0415141800408858, 1371: 0.06014481534035099, 314: 1.801697866431534, 67: 4.613123223286514, 1356: 0.149353247437379, 1516: 0.32895973947160617, 1132: 0.7837712137291781, 1534: 0.15497531227487205, 1047: 3.3409497947176083, 1010: 0.7919166744840042, 493: 0.22817990382578168, 323: 3.2036359548638984, 746: 0.8192341590473259}",,,,"{0: 34.0, 1: 9.0, 2: 6.0, 3: 5.0, 3.5: 3.0, 4: 2.0, 4.5: 1.0}"
generate,"Bowling Green must prioritize comprehensive, medically accurate sex education in high schools to address teen pregnancy and STD rates. Ignoring this need fails our youth and perpetuates preventable health crises.",4.5,32,30,TagNNGenerator__approval_None__budget_None__cluster_size_8,,,"{277: 0.15117582289581843, 161: 1.2792390176084163, 842: 0.7311731758741097, 1200: 5.831272956691169e-05, 411: 3.160802514712291e-05, 188: 0.4384512906923239, 198: 9.460204047906373e-07, 301: 0.037368026880401195, 329: 0.9710690701557084, 85: 4.2780705644673844e-08, 1001: 0.014119504963575169, 1314: 2.2205659533369726e-10, 1464: 5.98474462542782, 1344: 0.06009134317167997, 1457: 4.6155491141590534, 1123: 0.3561943045649022, 1158: 5.806678271547128e-07, 1542: 4.7875116426787656e-08, 1465: 0.1488301826472328, 1649: 0.010989070272073853, 1654: 5.776158948922472e-07, 1505: 0.0052222873157904415, 1371: 2.2727709598768797e-06, 314: 0.44384145503454453, 67: 0.00012395871947790127, 1356: 0.2692816971308509, 1516: 1.099946510085654, 1132: 0.07627252818793118, 1534: 1.152817525894959, 1047: 0.0005532716018333828, 1010: 1.8336449737961151, 746: 0.000203478130896384, 493: 0.0005530722904525387, 323: 0.006696390469576263}",,,,"{0: 34.0, 1: 6.0, 2: 2.0, 3: 2.0, 3.5: 2.0, 4: 2.0, 4.5: 2.0, 5: 1.0, 5.5: 1.0}"
generate,"Bowling Green desperately needs to address its traffic chaos—install cameras, add turn lanes, and limit left turns on busy roads. Prioritize safety and flow over convenience, because the current mess is unacceptable.",4.5,32,32,ClosestClusterGenerator__approval_None__budget_None__cluster_size_8,,,"{277: 1.1769090122194727, 161: 0.9819272276323519, 842: 0.047467243716948326, 1200: 0.0015012469674205997, 411: 3.5686914672375343, 188: 0.018136118425117864, 198: 1.9318499163049871, 329: 0.18253728944109737, 301: 1.1175962065216565, 85: 3.2006616824422487, 1344: 0.0003359894667329666, 1314: 4.162962174980578e-08, 1001: 0.3225654880688772, 1464: 0.36502151033658614, 1457: 1.4908412083958211e-05, 1123: 0.0009176995704454072, 1158: 1.2492813114519545, 1542: 3.607215897849913, 1465: 0.03748899904377767, 1649: 1.2238042540970029, 1654: 1.7605410764589384, 1371: 3.1436216711501848, 1505: 3.1976299957121253, 314: 0.9708017405498818, 67: 0.003207310246669759, 1356: 0.004076021035806843, 1516: 0.5156617042341776, 1132: 0.060195045773031586, 1047: 0.11924896486106085, 746: 3.353376670833301, 493: 3.1112870549545355, 1534: 0.001985663759844547, 323: 4.595958089649622, 1010: 2.1729443783522417}",,,,"{0: 34.0, 1: 15.0, 2: 9.0, 3: 8.0, 3.5: 3.0, 4: 1.0, 4.5: 1.0}"
generate,"Every family, regardless of income or location, deserves the freedom to choose a school that fits their needs. Educational choice shouldn’t be a privilege—it’s an undeniable right for all parents.",4.5,32,30,PreviousBestGenerator__approval_None__budget_None__cluster_size_-1,,,"{277: 1.0052977528640725, 161: 2.4680681968379714, 842: 3.5216495540174275, 1200: 0.03737340349371865, 411: 0.0039004625145160343, 188: 4.6411490893176195, 198: 0.008603682230305276, 301: 1.2662047840431878, 329: 4.375591743000142, 85: 6.640848870631544e-05, 1344: 1.675405187120889, 1001: 0.9623696379637013, 1314: 8.972373954918567e-08, 1464: 1.0207059973085693, 1123: 0.8761922007864922, 1158: 0.00015887620054222396, 1457: 1.6461732766863095, 1542: 0.0007119066616420033, 1465: 2.040529431543744, 1649: 1.359873219615744, 1654: 7.031778464394733e-06, 1505: 0.04773434516741826, 1371: 0.0003368716633772584, 314: 1.3317887888405402, 67: 1.671325738426607, 1356: 2.1499320127831547, 1516: 3.4804773321258944, 1132: 2.2139631165067453, 1534: 5.943011465690601, 1047: 0.943225632647356, 1010: 1.0803955562218799, 746: 0.822674614791097, 493: 0.048255885002663756, 323: 0.6026830800028855}",,,,"{0: 34.0, 1: 18.0, 2: 9.0, 3: 5.0, 3.5: 4.0, 4: 3.0, 4.5: 2.0, 5: 1.0, 5.5: 1.0}"
nominate_best,"Parents should absolutely have the right to choose the best school for their kids, regardless of where they live. It’s ridiculous that district lines dictate a child’s future when there are better options available. Families, especially low-income ones, deserve access to quality education, whether it’s public, private, or charter. School choice empowers parents to make decisions that fit their child’s needs, and funding should follow the student, not the system. Let’s prioritize kids over bureaucracy!",4.5,32,75,TagNNGenerator__approval_None__budget_None__cluster_size_20,,,"{161: 1.967675793926685, 277: 0.3777494583008284, 842: 3.006095949598766, 1200: 3.54848657297957e-05, 411: 0.0007289934835414957, 188: 4.5184881886563515, 1432: 1.0191601822306826, 282: 2.1427916911591485, 301: 0.754245202854863, 198: 0.00020376182888282024, 329: 4.167208553475558, 85: 9.812441732071076e-05, 1001: 0.8188687445869199, 1314: 1.1927854592919118e-08, 1344: 1.1880680949664835, 1464: 0.6544202940461741, 189: 0.50671731484557, 1457: 0.5729547417759755, 1123: 0.44068077157339136, 1068: 3.0821027841021476e-07, 820: 0.07831626999211583, 1158: 0.0019411991244040472, 1542: 1.4068911092790515e-06, 1465: 1.5424170523543177, 1649: 0.894839784906744, 1654: 0.0007166151617811201, 1505: 0.0009129969872102572, 1371: 5.859297965271626e-05, 314: 0.8854023154374273, 67: 0.666358322218007, 1356: 1.0001857630849846, 1516: 3.8536054830989035, 1132: 3.171693697238693, 1534: 5.6882492752873555, 646: 0.22386056688940292, 1047: 0.8511707391843001, 1010: 0.9436368371031859, 274: 0.9459501557203788, 746: 0.018029016224651695, 493: 0.09620904349720183, 323: 0.07647207473403395}",,,,
generate,"Every family deserves the freedom to pick the best school for their kids, regardless of income or where they live. Education shouldn’t be bound by arbitrary district lines.",4.5,28,28,PreviousBestGenerator__approval_None__budget_None__cluster_size_-1,,,"{161: 3.0416346873241924, 277: 0.8876629347846114, 842: 3.764962140447846, 1200: 0.030072433157397382, 411: 0.0123205186744344, 188: 4.76936777150496, 198: 0.006742209293017942, 301: 2.332079238392275, 329: 3.9241843113594763, 85: 0.003300495500660805, 1344: 1.601467418251313, 1001: 1.3574647312087667, 1314: 1.2206135726611222e-06, 1457: 2.4140995858403933, 1123: 2.7179993626767773, 1158: 0.01132678707842627, 1542: 0.0004558462308799083, 1465: 1.1865640188706217, 1649: 2.468371543958539, 1654: 0.00015393007516906199, 1464: 2.8154459770970783, 1505: 0.018274726535369545, 1371: 0.0003390365020746744, 67: 1.5263785934123606, 1356: 1.9593499623063875, 314: 2.000563799188158, 1516: 3.8015133341897993, 1132: 3.223239636658766, 1534: 5.861386955855971, 1047: 1.1346436946117524, 1010: 2.1461933995249733, 746: 0.8107157004509148, 493: 1.3263002788896143, 323: 0.9973111458806695}",,,,"{0: 34.0, 1: 21.0, 2: 14.0, 3: 7.0, 3.5: 5.0, 4: 2.0, 4.5: 2.0, 5: 1.0, 5.5: 1.0}"
generate,"We desperately need a stoplight at Shive Lane and Ken Bale Blvd—traffic backups there are unbearable, and it’s time the city prioritizes fixing this chaotic intersection.",4.5,28,26,TagNNGenerator__approval_None__budget_None__cluster_size_7,,,"{161: 0.6819809731219113, 277: 0.7089706800403333, 842: 0.0011717480919631873, 1200: 1.3024789368265566e-05, 411: 0.9729652071715714, 188: 8.955025310841691e-06, 198: 0.8529022990109736, 301: 0.7354075087407113, 329: 0.0009123709273004543, 85: 3.1915891283462887, 1001: 0.011024960232001502, 1344: 1.3049867226722078e-05, 1314: 8.298306375387199e-09, 1464: 0.0020617806087297463, 1457: 3.002233097904039e-06, 1123: 0.01261359943534357, 1158: 0.7315258766483426, 1542: 1.0289214745991193, 1465: 0.0025030822613817394, 1649: 0.3216761226274122, 1654: 0.6224706376623458, 1505: 5.987942304552119, 1371: 0.9637884822745167, 314: 0.03741398177260147, 67: 7.5410196527681e-05, 1356: 0.0007128362133757005, 1516: 0.7738024725462126, 1132: 0.01800912305261626, 1534: 0.00016749760081846699, 1047: 0.0007100094365330989, 1010: 3.168335122450245, 746: 0.9630865205700458, 493: 3.0171735647492066, 323: 1.4925736710919255}",,,,"{0: 34.0, 1: 6.0, 2: 4.0, 3: 4.0, 3.5: 1.0, 4: 1.0, 4.5: 1.0, 5: 1.0, 5.5: 1.0}"
